fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,wine_type
11.44,0.221,0.119,5.12,0.0733,14.7,73.6,0.996631,3.426,0.406,9.4,6,red
8.31,0.401,0.512,1.33,0.0974,33.5,172.2,0.997963,3.133,0.613,9.54,5,red
8.44,0.693,0.281,2.37,0.01,14.7,44.3,0.996865,3.191,0.863,9.98,5,red
8.27,0.358,0.331,2.04,0.031,35.5,163.0,0.994486,3.298,0.511,10.02,6,white
8.01,0.328,0.349,2.75,0.01,34.6,170.0,0.99109,3.18,0.515,11.01,5,white
6.51,0.554,0.03,10.35,0.183,14.9,47.5,0.997659,3.274,0.368,9.76,5,red
8.88,0.925,0.374,2.35,0.097,13.7,36.0,0.99948,3.664,0.785,12.32,6,red
10.11,0.453,0.461,0.9,0.0929,1.0,6.0,0.994843,3.464,0.414,12.31,6,red
6.81,0.296,0.407,9.1,0.0491,47.8,225.6,0.998514,3.246,0.481,10.68,5,white
8.35,0.554,0.223,2.79,0.1154,17.3,79.4,1.00151,3.225,0.604,9.99,5,red
7.46,0.448,0.271,0.9,0.057,1.0,6.0,0.99977,3.282,0.375,9.76,6,white
7.3,0.209,0.508,1.79,0.0187,43.7,150.7,0.993788,3.385,0.438,10.78,6,white
10.35,0.563,0.31,2.98,0.1486,17.8,77.7,0.996674,3.16,0.695,10.99,5,red
7.43,0.156,0.461,15.46,0.0452,15.8,40.8,1.001155,3.122,0.649,10.16,6,white
8.13,0.555,0.208,13.93,0.0839,26.6,141.4,0.997533,3.417,0.659,9.93,5,red
7.92,0.75,0.299,0.9,0.0814,20.4,85.0,0.999248,3.058,0.728,10.82,6,red
7.45,0.598,0.164,1.85,0.01,14.1,67.1,1.000378,3.173,0.764,10.48,5,red
6.13,0.228,0.33,1.46,0.0694,54.1,181.2,0.990995,2.994,0.434,9.71,5,white
6.11,0.286,0.322,36.78,0.0405,20.1,55.1,0.993011,3.054,0.519,10.54,6,white
6.26,0.155,0.301,1.64,0.0513,40.8,109.7,0.992335,3.064,0.553,9.67,6,white
7.03,0.533,0.273,1.11,0.1213,13.3,65.7,0.996658,3.363,0.739,9.5,6,red
6.03,0.523,0.061,3.16,0.0834,21.2,62.8,0.993304,3.393,0.772,10.39,5,red
5.67,0.069,0.359,5.18,0.0202,34.8,173.1,0.995349,3.344,0.415,9.71,5,white
7.74,0.357,0.466,0.9,0.1342,16.5,54.3,0.99791,3.559,0.611,9.52,5,red
11.26,0.746,0.376,0.9,0.0685,30.5,125.9,0.997479,3.361,1.081,11.65,6,red
6.08,0.264,0.41,2.62,0.0734,65.0,213.5,0.99822,3.02,0.493,9.93,5,white
7.15,0.41,0.165,1.83,0.0607,27.0,71.5,0.99,3.137,0.509,12.61,6,white
6.55,0.278,0.19,3.06,0.01,11.4,47.0,0.999795,3.206,0.584,11.15,6,white
9.35,0.647,0.307,0.9,0.0672,14.4,52.0,0.994417,3.337,0.602,9.42,5,red
9.81,0.63,0.222,0.9,0.0513,16.2,61.5,0.994095,3.237,0.631,11.79,5,red
9.64,0.382,0.191,8.88,0.0698,11.9,51.2,0.998055,3.404,0.592,9.54,6,red
6.12,0.272,0.222,14.57,0.0821,40.1,138.1,0.998753,3.339,0.33,12.77,7,white
10.42,0.877,0.535,0.9,0.0854,23.8,99.8,0.995774,3.247,0.813,10.67,5,red
8.5,0.575,0.25,4.93,0.0866,36.9,165.2,0.997625,3.286,0.626,11.05,5,red
8.69,0.692,0.551,0.9,0.0898,19.8,54.8,0.998035,3.235,1.189,10.44,6,red
5.47,0.313,0.635,12.42,0.0281,40.9,145.3,0.992275,3.257,0.496,10.72,5,white
5.57,0.377,0.326,7.85,0.0636,46.9,130.0,0.999668,3.359,0.501,10.13,5,white
6.47,0.271,0.2,11.53,0.0653,25.8,65.1,0.992851,3.323,0.409,9.29,5,white
9.2,0.629,0.584,4.81,0.0474,14.6,38.8,0.998375,3.323,0.678,10.81,5,red
6.52,0.228,0.309,3.57,0.0281,30.2,129.0,0.990869,3.123,0.561,11.63,6,white
8.77,0.287,0.118,0.9,0.153,1.0,6.0,0.995033,3.455,0.388,8.97,4,red
8.43,0.575,0.687,1.16,0.0835,9.7,49.6,0.994038,3.084,0.732,12.25,6,red
9.68,0.497,0.254,0.9,0.0249,18.7,89.2,0.996853,3.395,0.538,11.12,6,red
8.51,0.238,0.553,5.8,0.0429,43.1,109.0,0.993245,2.86,0.478,9.88,5,white
6.32,0.763,0.0,3.42,0.1674,24.3,102.7,0.998781,3.234,0.578,9.85,5,red
6.51,0.294,0.381,5.22,0.0682,42.8,108.3,0.99378,3.396,0.545,12.64,6,white
6.67,0.314,0.453,1.4,0.0323,43.0,121.6,0.998648,3.215,0.404,11.53,5,white
6.51,0.673,0.348,0.9,0.0136,20.8,113.9,0.995092,3.223,0.726,11.77,5,red
8.16,0.346,0.487,4.3,0.0256,29.3,113.4,0.996692,3.265,0.383,10.1,6,white
6.38,0.309,0.297,0.9,0.0678,32.6,84.2,0.99,3.409,0.417,11.07,5,white
8.36,0.693,0.375,0.9,0.0882,1.0,6.0,0.998915,3.376,0.789,10.82,5,red
5.7,0.316,0.032,11.77,0.0701,17.4,91.6,0.99,3.161,0.361,10.19,6,white
7.92,0.615,0.076,2.53,0.07,14.7,60.8,0.995907,3.421,0.615,10.53,6,red
10.25,0.45,0.564,1.62,0.0569,19.8,91.5,1.00081,3.556,1.179,11.73,6,red
6.43,0.256,0.438,6.17,0.0457,47.5,230.1,0.990897,3.19,0.64,12.32,6,white
6.07,0.234,0.32,12.13,0.0346,40.0,188.3,0.994868,2.925,0.742,10.1,5,white
10.06,0.481,0.15,2.25,0.1285,16.7,66.6,0.999638,3.24,0.589,8.82,5,red
9.69,0.301,0.185,2.14,0.0736,20.3,101.3,0.994456,3.326,0.702,12.37,6,red
7.12,0.183,0.244,1.65,0.0358,19.4,79.2,0.992783,3.343,0.473,12.39,6,white
4.34,0.447,0.096,1.74,0.1053,11.4,37.4,0.99606,3.69,0.604,10.88,6,red
6.91,0.237,0.195,3.97,0.0102,13.0,32.6,0.991304,3.182,0.586,12.55,6,white
5.84,0.283,0.405,1.13,0.0433,58.1,207.7,0.996298,3.212,0.64,10.79,6,white
6.46,0.37,0.365,2.69,0.0593,66.2,182.0,1.000297,3.369,0.577,9.31,5,white
7.33,0.62,0.491,1.92,0.0888,14.4,38.9,0.997929,3.345,0.62,8.83,5,red
7.55,0.256,0.28,4.68,0.0659,39.9,156.0,0.99218,3.413,0.533,8.81,4,white
8.51,0.563,0.492,9.17,0.152,14.3,76.4,0.997448,3.327,0.751,10.41,6,red
8.09,0.572,0.0,0.9,0.1177,15.9,44.7,0.996858,3.277,0.507,9.84,5,red
9.48,0.093,0.188,0.9,0.048,20.2,67.0,0.993923,3.149,0.816,9.71,5,red
10.11,0.646,0.405,6.73,0.1083,1.0,6.0,0.997666,3.491,0.356,10.27,5,red
5.57,0.268,0.198,4.56,0.0882,42.0,155.5,0.997,2.992,0.729,11.43,6,white
6.6,0.387,0.317,8.36,0.0511,52.6,251.1,0.993789,3.26,0.55,9.74,5,white
5.72,0.31,0.299,9.8,0.0321,22.5,92.7,0.996383,3.25,0.439,9.54,5,white
7.01,0.284,0.542,2.74,0.0229,11.5,49.5,0.99,3.227,0.498,9.82,5,white
6.84,0.295,0.203,7.35,0.01,42.4,126.5,0.99,3.243,0.415,11.51,6,white
6.55,0.464,0.37,1.31,0.0267,18.6,66.3,0.991795,2.97,0.43,10.32,6,white
7.67,0.297,0.199,2.73,0.0617,52.9,231.0,0.993153,3.118,0.498,10.74,6,white
6.35,0.229,0.263,3.67,0.0356,1.0,6.0,0.995002,3.146,0.454,12.26,6,white
7.06,0.089,0.363,6.46,0.0239,27.0,82.9,0.99591,3.197,0.387,13.81,7,white
5.29,0.417,0.067,1.8,0.1614,14.7,53.7,0.99861,3.522,0.514,11.17,6,red
5.61,0.233,0.329,10.48,0.0593,29.3,132.8,0.991784,3.051,0.345,11.05,7,white
7.36,0.693,0.479,0.97,0.0695,16.8,67.8,0.998556,3.515,0.6,8.98,4,red
8.31,0.701,0.316,0.9,0.0256,9.1,42.2,1.000008,3.552,0.811,10.84,5,red
7.3,0.315,0.436,9.52,0.0382,45.9,214.7,0.997238,3.229,0.674,10.47,6,white
8.47,0.683,0.368,0.9,0.1203,11.4,29.7,0.996968,3.155,0.392,11.47,6,red
6.94,0.488,0.154,7.31,0.1224,11.8,61.2,1.000613,2.987,0.847,9.93,6,red
6.58,0.493,0.0,0.9,0.0994,11.9,59.1,0.994224,3.367,0.824,10.64,6,red
10.33,0.413,0.094,2.52,0.1127,1.0,6.0,0.99647,3.164,0.914,11.13,7,red
7.06,0.169,0.407,7.27,0.0417,29.7,117.4,0.99709,3.163,0.619,12.68,6,white
6.56,0.304,0.368,6.47,0.0308,32.7,111.9,0.998364,3.096,0.535,12.28,7,white
6.58,0.089,0.386,14.07,0.057,29.3,153.1,0.99,2.967,0.67,11.92,6,white
6.72,0.133,0.291,3.98,0.0683,41.2,150.2,0.995733,3.1,0.486,11.27,6,white
7.24,0.221,0.202,2.29,0.0522,18.5,68.1,0.99,3.315,0.556,9.88,6,white
6.35,0.393,0.159,12.86,0.0258,21.6,113.0,0.996473,3.379,0.567,11.27,6,white
9.59,0.853,0.574,6.13,0.1243,9.6,41.3,0.999546,3.2,0.718,9.47,5,red
7.15,0.198,0.542,1.24,0.0587,28.2,82.2,0.995702,2.93,0.495,10.15,4,white
9.14,0.199,0.226,10.78,0.0719,28.8,126.2,0.996415,3.326,0.584,12.53,6,red
5.74,0.659,0.36,5.61,0.01,8.7,42.6,0.998643,3.149,0.898,11.05,5,red
5.88,0.201,0.231,4.05,0.0479,33.4,117.2,0.996671,2.988,0.459,10.67,6,white
9.54,0.481,0.259,3.05,0.1456,32.3,131.8,0.998708,3.286,0.683,10.83,5,red
6.45,0.253,0.066,2.7,0.0509,18.0,78.7,0.992859,3.045,0.445,10.29,6,white
6.35,0.291,0.302,11.28,0.0608,35.4,142.8,0.993777,3.121,0.546,8.0,5,white
8.41,0.26,0.0,4.45,0.1265,10.9,60.1,0.997321,3.32,0.579,8.88,5,red
8.63,0.452,0.283,0.9,0.1199,21.9,87.9,0.994454,3.236,0.823,11.14,5,red
6.48,0.403,0.29,4.16,0.0439,51.6,228.7,0.993128,3.068,0.552,9.3,6,white
6.88,0.446,0.097,7.72,0.0431,56.5,275.7,0.991635,3.192,0.402,10.27,5,white
8.76,0.753,0.35,2.82,0.0562,11.4,33.3,0.994903,3.439,0.33,8.93,5,red
6.46,0.39,0.497,13.55,0.0276,22.9,60.2,0.990169,3.208,0.599,9.54,6,white
5.99,0.335,0.288,3.35,0.057,29.1,158.0,0.99,3.173,0.531,10.39,5,white
5.88,0.377,0.321,18.07,0.0293,67.8,290.0,0.993076,3.176,0.379,11.51,6,white
9.74,0.55,0.194,0.9,0.0134,19.8,72.8,0.999505,3.398,0.558,11.75,6,red
7.05,0.261,0.174,6.39,0.0439,38.1,97.2,0.99,3.272,0.56,9.52,5,white
5.66,0.374,0.379,10.04,0.063,20.4,61.1,0.99471,3.039,0.353,10.77,5,white
6.14,0.567,0.413,2.61,0.1296,10.1,25.5,0.997997,3.248,0.693,8.69,5,red
7.41,0.437,0.365,6.85,0.0635,47.2,174.1,0.99047,3.09,0.466,10.47,5,white
7.58,0.3,0.261,5.33,0.0345,35.3,146.8,0.992706,3.148,0.491,11.54,6,white
7.04,0.269,0.141,0.9,0.054,26.2,78.0,0.997152,3.464,0.359,10.32,5,white
7.31,0.034,0.279,10.92,0.0612,30.1,133.1,0.991077,3.283,0.496,11.98,7,white
8.55,0.119,0.407,0.9,0.0109,55.3,290.0,0.994237,3.178,0.399,11.4,5,white
6.56,0.241,0.377,11.34,0.0824,46.4,253.6,0.99504,3.377,0.452,10.69,6,white
5.96,0.17,0.334,1.76,0.0949,44.1,220.4,0.991533,3.218,0.533,10.1,6,white
7.44,0.22,0.168,1.74,0.1373,7.6,29.1,0.994928,3.335,0.704,9.76,6,red
8.78,0.468,0.348,0.9,0.0896,17.2,71.0,0.99445,3.269,0.63,8.65,5,red
9.86,0.791,0.509,0.9,0.1652,32.2,128.9,0.998164,3.32,0.61,8.85,4,red
6.06,0.234,0.272,5.21,0.0379,53.2,157.7,1.00109,2.852,0.392,11.59,6,white
8.2,0.562,0.163,1.06,0.0469,25.6,129.9,0.99786,3.427,0.954,12.22,7,red
6.54,0.219,0.365,8.27,0.0662,51.6,233.7,0.99,3.359,0.352,9.1,5,white
7.78,0.325,0.263,1.3,0.0236,44.3,195.4,0.992833,2.952,0.399,10.48,6,white
8.49,0.547,0.211,1.41,0.1585,8.2,25.8,0.995335,3.114,0.663,8.51,5,red
5.23,0.37,0.463,3.47,0.0363,35.9,106.1,0.991053,3.202,0.56,9.23,4,white
8.53,0.365,0.241,4.68,0.0594,50.1,256.3,0.994199,3.297,0.401,10.71,5,white
7.69,0.561,0.157,0.9,0.0819,27.2,82.8,0.998468,3.173,0.33,9.78,5,red
8.06,0.339,0.153,0.9,0.01,16.6,45.2,0.997974,3.139,0.799,8.1,4,red
6.11,0.59,0.169,7.89,0.211,11.9,52.2,0.999175,3.127,0.878,12.46,6,red
7.43,0.745,0.268,4.07,0.0932,7.1,32.8,0.998826,3.238,0.543,10.34,5,red
9.27,0.489,0.027,0.94,0.04,18.6,53.0,0.997785,3.535,0.423,9.07,5,red
6.13,0.206,0.459,1.59,0.0224,32.3,100.9,0.991623,3.244,0.33,10.55,5,white
9.4,0.498,0.242,0.9,0.1827,3.7,17.8,0.99792,2.979,0.361,10.3,5,red
9.33,0.684,0.741,1.01,0.0775,24.0,126.9,0.996931,3.365,0.731,10.91,5,red
11.63,0.309,0.047,4.77,0.0823,12.2,48.0,0.995953,3.143,0.834,9.99,6,red
7.38,0.634,0.572,0.9,0.0982,12.0,58.6,0.999424,3.432,0.727,10.78,5,red
6.56,0.473,0.332,1.92,0.0312,47.9,165.8,0.992857,2.797,0.581,11.53,6,white
6.92,0.574,0.192,2.15,0.0545,22.3,102.6,0.995641,3.269,0.615,8.82,5,red
7.44,0.428,0.195,1.4,0.1708,16.7,69.5,0.998948,3.49,0.739,9.57,5,red
5.34,0.176,0.263,7.83,0.0403,18.4,92.7,0.993523,3.291,0.723,11.41,6,white
6.92,0.211,0.453,6.12,0.065,32.9,159.0,0.99,3.049,0.513,9.74,5,white
6.56,0.212,0.132,0.9,0.0534,25.3,84.9,1.00036,3.572,0.818,10.3,6,white
5.7,0.298,0.396,17.2,0.0732,42.1,124.1,0.993982,3.151,0.629,9.84,6,white
6.85,0.263,0.253,3.93,0.0348,36.6,180.2,0.99,3.038,0.496,9.91,5,white
6.56,0.231,0.418,2.48,0.0685,46.5,120.9,0.996963,3.162,0.522,9.81,6,white
6.43,0.244,0.328,2.3,0.0898,66.3,290.0,0.993849,3.047,0.455,8.89,6,white
6.05,0.299,0.282,0.9,0.1825,14.6,57.5,0.992984,3.23,0.738,10.95,6,red
7.35,0.262,0.284,20.89,0.056,25.2,68.7,0.996794,3.342,0.552,11.67,6,white
5.81,0.391,0.228,7.85,0.0245,42.8,195.6,0.99,3.267,0.446,10.19,5,white
6.85,0.129,0.431,3.25,0.0647,68.1,268.8,0.991858,3.267,0.338,11.54,6,white
6.15,0.315,0.204,6.06,0.0698,46.2,234.5,0.993102,3.382,0.635,9.81,5,white
6.49,0.418,0.298,1.62,0.0341,51.1,159.7,0.996557,3.263,0.597,9.74,5,white
8.21,0.384,0.423,7.33,0.1711,12.8,32.2,0.999719,3.221,0.471,10.89,6,red
7.23,0.227,0.524,30.05,0.0512,41.6,120.2,0.993266,3.296,0.509,10.91,7,white
8.48,0.887,0.404,2.58,0.1141,5.2,17.2,0.998714,3.13,0.705,10.26,5,red
7.06,0.182,0.301,2.14,0.0629,23.4,104.5,1.002245,3.118,0.592,11.21,6,white
7.12,0.278,0.363,1.18,0.0564,34.6,124.2,0.994014,3.183,0.414,8.86,6,white
7.25,0.326,0.224,0.9,0.0877,27.3,77.8,0.994834,3.308,0.686,10.04,5,red
6.63,0.644,0.461,3.47,0.0979,23.6,128.2,0.995072,3.139,0.816,11.56,5,red
7.29,0.523,0.331,2.54,0.1018,24.8,70.1,0.996251,3.12,0.751,11.55,7,red
7.78,0.154,0.244,0.9,0.0328,32.1,114.3,0.991861,3.187,0.389,11.4,6,white
6.4,0.279,0.138,5.12,0.045,46.9,240.8,0.994806,3.098,0.33,11.62,6,white
7.01,0.392,0.433,7.43,0.01,38.9,173.3,0.994721,3.359,0.404,9.95,5,white
5.18,0.583,0.276,0.9,0.0475,15.4,53.3,0.997169,3.255,0.517,8.35,4,red
7.73,0.289,0.347,11.64,0.0719,51.6,279.5,0.992697,3.022,0.467,10.09,7,white
6.69,0.382,0.247,1.48,0.0393,44.4,177.9,0.994724,3.199,0.562,11.16,5,white
9.53,0.513,0.415,6.88,0.0538,15.5,39.2,1.000095,3.237,0.416,11.36,6,red
7.37,0.41,0.427,0.9,0.1315,14.6,36.7,0.999673,3.028,0.607,9.77,6,red
5.51,0.088,0.298,16.49,0.0366,43.7,232.8,0.993475,3.129,0.443,9.24,6,white
8.73,0.662,0.155,6.98,0.1407,32.4,108.3,0.996785,3.323,0.859,9.36,6,red
12.04,0.652,0.397,11.07,0.057,2.9,14.6,0.995995,3.283,0.398,9.75,5,red
9.62,0.446,0.0,4.6,0.0479,26.4,69.5,0.997675,3.597,0.677,8.12,5,red
8.7,0.748,0.428,5.23,0.1404,11.3,33.3,0.996224,3.334,0.648,9.77,4,red
9.04,0.534,0.0,3.18,0.0931,27.7,140.4,0.993219,3.287,0.666,10.46,5,red
5.87,0.669,0.083,0.9,0.0775,11.7,64.0,0.998339,3.385,0.684,10.28,5,red
6.7,0.493,0.364,0.9,0.0355,12.6,33.5,1.000625,3.205,0.419,10.0,6,white
7.95,0.434,0.334,21.58,0.0458,40.5,121.7,0.993257,3.206,0.404,9.57,6,white
11.09,0.358,0.126,1.17,0.028,1.0,6.0,0.995683,2.976,0.871,9.71,6,red
7.44,0.209,0.113,1.26,0.0702,14.6,59.6,0.999578,3.137,0.5,9.73,6,white
7.06,0.29,0.169,1.69,0.0353,34.7,129.1,0.99671,3.32,0.599,11.25,6,white
8.7,0.439,0.093,3.52,0.1669,15.8,48.8,0.996748,3.022,0.59,10.4,6,red
6.17,0.609,0.26,0.9,0.0243,4.5,23.9,0.999438,3.565,0.495,14.2,6,red
8.17,0.335,0.198,4.78,0.1019,1.6,6.0,0.994123,3.532,0.572,10.0,6,red
6.7,0.111,0.488,8.38,0.0678,24.0,79.3,0.99871,3.16,0.459,10.93,6,white
6.02,0.326,0.248,18.21,0.0689,31.4,109.0,0.99474,3.394,0.639,10.03,6,white
7.65,0.314,0.0,1.55,0.1179,3.3,9.7,0.999212,3.334,0.775,10.0,5,red
5.91,0.284,0.273,9.38,0.0514,29.4,121.0,0.995579,3.149,0.544,12.27,7,white
7.62,0.305,0.412,2.25,0.0722,35.9,126.7,0.993024,3.158,0.378,11.6,6,white
8.39,0.303,0.315,8.14,0.1389,16.3,70.3,0.998799,3.203,0.993,8.29,6,red
7.94,0.378,0.479,2.43,0.0203,18.7,67.5,0.992821,3.305,0.33,9.17,5,white
5.5,0.205,0.271,1.11,0.0317,23.9,68.1,0.994796,2.969,0.484,10.24,6,white
8.32,0.274,0.452,1.13,0.0121,46.5,238.1,0.992633,3.32,0.532,9.78,6,white
5.54,0.235,0.105,8.39,0.0683,51.8,208.7,0.995308,3.2,0.612,8.59,5,white
5.84,0.112,0.486,1.07,0.0118,42.1,145.7,0.995206,3.273,0.4,10.54,6,white
7.75,0.577,0.226,1.59,0.1469,20.1,51.3,0.996598,3.305,0.543,8.15,4,red
9.67,0.424,0.0,3.59,0.0321,19.3,83.0,0.996833,3.404,0.731,10.55,6,red
6.98,0.109,0.086,0.9,0.01,1.4,6.8,0.992302,3.006,0.462,11.28,6,white
10.09,0.449,0.329,0.9,0.1277,14.9,66.2,0.998777,3.569,0.924,11.45,6,red
6.17,0.274,0.493,0.9,0.0211,25.3,123.0,0.99,3.243,0.33,10.23,5,white
13.07,0.231,0.077,0.9,0.1704,6.2,18.5,0.997114,3.439,0.779,12.21,6,red
7.71,0.184,0.416,0.9,0.0441,51.4,278.3,0.991043,3.109,0.485,10.8,6,white
7.44,0.137,0.334,0.9,0.0454,8.0,25.0,0.9943,3.065,0.474,11.41,6,white
6.96,0.54,0.051,1.2,0.128,6.4,21.2,0.993468,3.647,0.586,9.52,5,red
7.12,0.413,0.353,11.03,0.0293,51.0,205.8,0.99,2.985,0.583,12.23,5,white
5.92,0.634,0.253,1.81,0.0645,4.2,10.6,0.996815,3.279,0.422,10.4,5,red
5.8,0.23,0.337,9.38,0.0371,33.7,128.9,0.993306,3.173,0.33,12.29,6,white
7.17,0.49,0.522,8.12,0.0378,58.7,181.1,0.998341,3.5,0.534,12.03,6,white
6.5,0.207,0.39,1.77,0.0709,1.5,7.0,0.992419,2.936,0.489,10.71,5,white
6.35,0.314,0.316,2.64,0.0922,42.6,203.2,0.999094,3.24,0.462,10.89,6,white
5.92,0.386,0.601,11.41,0.0381,53.6,233.0,0.990545,3.081,0.624,10.18,5,white
7.56,0.382,0.469,27.2,0.0159,33.5,126.1,0.994528,3.223,0.54,9.42,6,white
11.96,0.839,0.311,2.69,0.1036,9.8,33.5,0.996139,3.304,0.737,11.11,4,red
7.2,0.209,0.368,6.38,0.0493,36.8,183.1,1.001802,3.345,0.508,11.05,5,white
6.29,0.31,0.418,12.74,0.0438,21.7,87.1,0.993252,3.344,0.583,8.46,4,white
7.41,0.271,0.462,5.31,0.1542,11.8,47.0,0.99462,3.338,0.453,10.3,6,red
5.73,0.204,0.068,2.5,0.0937,47.1,133.8,0.995352,3.406,0.393,11.44,6,white
7.43,0.676,0.154,0.9,0.0702,18.8,59.3,1.002173,3.194,0.65,12.16,6,red
4.78,0.322,0.311,11.15,0.0338,9.1,32.5,0.995553,3.399,0.36,11.27,5,white
7.77,0.628,0.324,3.44,0.0633,25.7,118.2,0.998546,3.504,0.643,8.58,5,red
6.54,0.348,0.307,9.81,0.0335,26.3,132.3,0.996005,3.333,0.501,9.13,5,white
9.12,0.659,0.522,1.55,0.0635,26.9,147.4,0.999364,3.133,0.925,9.98,6,red
5.36,0.227,0.113,6.91,0.0589,36.2,137.0,0.995558,3.06,0.45,12.08,6,white
7.95,0.819,0.225,2.62,0.1204,25.5,98.4,0.999347,3.176,0.667,9.67,4,red
6.97,0.406,0.385,12.45,0.0871,35.3,169.6,0.99275,3.027,0.593,11.67,6,white
8.22,0.256,0.04,8.22,0.0523,16.9,58.4,0.99,3.125,0.479,9.65,6,white
6.96,0.278,0.261,3.08,0.01,43.2,178.0,0.99071,2.905,0.5,11.04,6,white
6.49,0.509,0.566,4.24,0.1517,17.4,78.9,0.995973,3.248,0.679,9.27,5,red
7.61,0.487,0.0,0.9,0.1479,14.8,47.4,0.997944,3.355,0.745,10.17,5,red
9.52,0.576,0.21,1.34,0.1921,3.7,12.4,0.994062,3.244,0.558,9.04,4,red
6.87,0.388,0.456,8.02,0.0559,17.9,63.9,0.993929,3.235,0.515,12.13,5,white
10.57,0.721,0.176,6.22,0.1076,9.3,39.3,0.994646,3.221,0.652,9.57,5,red
7.38,0.289,0.313,3.33,0.0153,39.4,130.3,0.99471,3.039,0.544,8.54,5,white
8.38,0.59,0.58,4.06,0.0576,26.6,83.1,0.99795,3.434,0.536,8.45,5,red
7.51,0.065,0.163,2.49,0.0458,39.8,117.4,0.996982,3.353,0.409,10.3,6,white
6.78,0.547,0.239,0.9,0.084,8.1,39.8,0.996053,3.335,0.925,9.85,6,red
6.63,0.288,0.233,2.23,0.0271,55.3,285.4,0.998744,3.378,0.426,11.18,6,white
9.15,0.607,0.233,1.51,0.0468,1.0,6.0,0.994855,3.351,0.823,10.12,5,red
6.99,0.431,0.227,6.05,0.0418,13.8,68.7,0.99464,3.325,0.67,11.8,5,red
8.4,0.563,0.451,0.9,0.0981,23.0,67.1,0.997316,3.289,0.833,9.94,4,red
8.68,0.621,0.101,9.56,0.1207,12.6,35.3,0.99656,3.137,0.72,11.63,6,red
7.02,0.454,0.42,3.94,0.0457,6.2,24.7,0.996394,3.352,0.428,9.26,5,white
6.1,0.218,0.298,2.3,0.0578,37.6,152.9,0.996161,3.224,0.33,8.6,4,white
6.78,0.347,0.402,8.07,0.0406,37.9,177.8,0.993627,3.141,0.498,9.41,5,white
5.7,0.299,0.312,7.68,0.0476,3.7,11.9,0.99431,3.206,0.448,9.05,4,white
6.88,0.268,0.277,1.05,0.0458,41.6,220.2,0.993606,3.256,0.674,8.91,5,white
8.66,0.832,0.065,0.9,0.0827,9.3,31.9,0.997013,3.424,0.368,10.9,5,red
7.61,0.476,0.04,6.07,0.1686,17.2,72.7,0.99659,3.307,0.454,10.08,6,red
8.21,0.382,0.093,0.9,0.0877,10.7,54.3,0.997206,3.311,0.442,10.57,6,red
12.43,0.328,0.058,0.95,0.1312,35.7,145.5,0.995277,3.184,0.703,11.03,6,red
7.23,0.278,0.298,10.89,0.0624,42.5,202.2,0.997257,3.204,0.436,8.38,5,white
6.63,0.417,0.158,6.28,0.0301,6.6,31.5,0.996388,3.426,0.609,11.08,5,white
6.57,0.309,0.203,5.84,0.059,19.6,95.5,0.993161,2.781,0.572,8.95,5,white
8.32,0.27,0.219,26.57,0.0552,28.3,139.5,0.991959,3.098,0.33,9.71,5,white
9.64,0.625,0.202,0.9,0.073,16.2,59.5,0.994437,3.077,0.687,8.13,6,red
7.66,0.405,0.475,1.98,0.0348,59.9,215.2,0.991075,2.985,0.359,11.19,5,white
8.82,0.678,0.424,3.06,0.1079,2.8,13.8,0.993882,3.348,0.684,8.37,5,red
10.05,0.732,0.241,2.53,0.1907,18.5,78.4,0.99353,3.2,0.847,8.96,6,red
10.41,0.462,0.47,17.99,0.1074,4.3,18.6,0.993712,3.061,0.481,9.05,5,red
8.92,0.549,0.051,1.15,0.0716,17.6,65.6,0.996934,3.117,0.33,10.25,5,red
5.83,0.277,0.485,6.97,0.0706,24.0,74.6,0.996262,3.495,0.506,10.21,6,white
9.84,0.411,0.161,1.11,0.1425,14.1,54.4,0.999285,3.131,0.353,11.37,5,red
7.14,0.453,0.037,2.06,0.0867,26.0,140.4,0.999126,3.317,0.883,10.27,6,red
7.22,0.348,0.358,7.64,0.0536,55.7,187.8,0.993517,3.425,0.502,11.56,6,white
5.94,0.253,0.323,5.28,0.0309,38.1,126.2,0.995836,3.183,0.331,10.86,5,white
6.88,0.43,0.195,6.06,0.0411,56.3,162.7,0.99649,3.479,0.357,9.27,5,white
5.62,0.358,0.392,3.23,0.0125,26.1,103.0,0.996066,3.091,0.33,9.6,6,white
6.61,0.334,0.308,9.1,0.01,72.0,242.3,0.997629,3.407,0.622,12.21,6,white
7.79,0.271,0.0,0.9,0.0445,5.4,24.5,0.994638,3.216,0.787,11.87,7,red
8.18,0.544,0.12,1.94,0.0641,36.0,104.5,0.999288,3.318,0.799,11.39,5,red
8.56,0.576,0.185,2.64,0.052,14.9,48.4,0.992859,3.118,0.854,11.55,7,red
7.98,0.481,0.193,0.9,0.0533,1.0,6.0,0.99748,3.381,0.433,10.96,5,red
6.27,0.379,0.315,0.9,0.0268,44.2,116.1,0.991665,2.838,0.374,10.8,5,white
6.05,0.297,0.437,9.46,0.0382,19.2,94.9,0.9946,3.279,0.381,10.46,6,white
5.75,0.472,0.356,1.96,0.047,18.7,97.6,0.995647,3.261,0.485,12.44,7,white
7.67,0.39,0.224,2.58,0.0407,31.5,151.0,0.993455,3.202,0.643,9.84,6,white
